t,X,Y,Z
0.0,10.73146946164116,4.591145188475862,8.638109193735115
0.02506265664160401,13.237034596870153,15.362872734487498,-4.6260552707748115
0.05012531328320802,7.256246420037716,3.705879548240604,1.398215659533725
0.07518796992481203,5.249726784359818,7.331374787650892,12.211937011881023
0.10025062656641603,7.928263065634194,9.332606448064043,5.873944397271268
0.12531328320802004,7.085044561446401,20.922771075579462,2.4362147331725184
0.15037593984962405,8.646000558304301,9.044235408585426,-11.77861600363565
0.17543859649122806,12.423993882957166,24.037660411256738,3.395475608712462
0.20050125313283207,22.939285306527793,13.029154697615002,13.40415551885767
0.22556390977443608,13.562747730354905,35.56521724265113,29.920997388753996
0.2506265664160401,17.88650012622791,28.88679821533421,22.773979899546728
0.2756892230576441,9.097583645271179,21.070836975856647,39.00592262301558
0.3007518796992481,25.216810618721805,24.062872988073778,42.1263050326114
0.3258145363408521,15.993611152864343,0.7182381288298432,37.56828735751689
0.3508771929824561,5.914010648447912,12.620424524273567,42.22589004004847
0.37593984962406013,8.38216305481315,-13.0610037242324,47.21796506066928
0.40100250626566414,-1.1910856324410322,-8.744689981159908,31.823049050333363
0.42606516290726815,5.452096143594999,-11.540463887923382,26.468231889562293
0.45112781954887216,0.7693808015466557,-5.540953944466006,32.264923699027634
0.47619047619047616,0.38198046253351325,-12.216316241067386,27.32868188723078
0.5012531328320802,-5.965328674467461,-10.191027492796659,22.717978918856865
0.5263157894736842,-12.317542588901558,-6.551022027388165,24.291093678052036
0.5513784461152882,-12.709678815659974,-4.6696268338943066,19.900535618916273
0.5764411027568922,-5.06296105302674,-3.043073625749517,26.179709242395628
0.6015037593984962,-0.24159217015597623,-15.98207060992548,27.47195950202819
0.6265664160401002,-9.774918155260476,-13.953551531578182,20.429199743093143
0.6516290726817042,-8.40175100961245,-8.36237500642737,16.247108408422616
0.6766917293233082,-2.865782820188106,-6.175996330009973,13.712304366310455
0.7017543859649122,-0.4284471918660131,2.6017350453035437,32.2954714340604
0.7268170426065163,-9.15743855632489,-17.07066033093098,31.81058221893325
0.7518796992481203,-10.723836827723709,-2.618394926198251,26.6117995406197
0.7769423558897243,-4.3285326262046615,-8.511679721828475,30.684992069601268
0.8020050125313283,-9.498132261392323,0.6164220249406274,27.555525630340572
0.8270676691729323,-7.8706693257486755,1.304137530391687,18.401718184465942
0.8521303258145363,-16.351135716518133,-4.3589187007803405,20.402872900150186
0.8771929824561403,-0.5184541802446478,-12.875938728081785,24.004949715510232
0.9022556390977443,-0.5651880301988932,-0.020289618285207922,42.29068861970269
0.9273182957393483,-5.414399705474043,-14.49885857408481,42.91165297833875
0.9523809523809523,-10.927328718617833,-3.019184417227125,36.4746463893444
0.9774436090225563,-9.983278390117345,-3.570871002726576,36.161064209008785
1.0025062656641603,-6.9138556524678325,-14.086873629039381,31.574028332248403
1.0275689223057642,-1.7556366833965091,-11.014238165665098,28.01791182545262
